user,tweet
1,"['Our nation was founded on the principles of equality, equity, and fairness. But from day one, America has failed to live up to that promise for most of its people. \n\nWe must do better. We can do better. #TeamJoe https://t.co/HEyxi8MGyI']"
1,['Simply put: we are better than this. #TeamJoe https://t.co/DKObz89vo8']
1,['We the People. Those three words changed everything. #TeamJoe https://t.co/YBZQumFBzK']
1,"['.@TeamJoe here! We’re taking over to keep you in the loop on our campaign’s official kickoff in Philadelphia. If you aren’t already, head to https://t.co/xk0GcSpr50 to tune in.']"
1,"['I’m about to take the stage, so I’m handing over the account to my staff to make sure you don’t miss a thing. Head to https://t.co/xk0GcSpr50 to tune in as we launch our campaign.']"
1,"['The life of my love — the love of my life — the person who put our family back together. I love you, Jilly! @DrBiden']"
1,"['Over 200 years ago, our nation was born out of a bold statement: We the People.\n\nNot You. Not Me. But We. https://t.co/lpZQhhHCIc']"
1,['Watch Live: Joe Biden Officially Launches Campaign for President https://t.co/HECZJ3EXsz']
1,"['I’m so excited to be in Philadelphia — the birthplace of American democracy — to launch our campaign. I’ll be taking the stage soon, head to https://t.co/xk0GcSpr50 to tune in.']"
1,"['No one should be fired, denied a home or access to services because of who they are or who they love. But that’s not the reality for many LGBTQ Americans.\n\nToday’s historic passage of the #EqualityAct moves us one step closer to righting this wrong — the Senate should act now.']"
1,['At the core of our campaign is the idea that we always do better when we act as one America. If we choose unity over division there’s nothing we can’t do. Tune in tomorrow at 1 PM ET to join us as we kick off our campaign in Philadelphia: https://t.co/xk0GcSpr50 https://t.co/p7YbYtSCYG']
1,['Thank you to the @NVAssemblyDems &amp; @NVSenateDems for their hard work — and the people of Nevada for making this a reality. The Silver State is in good hands with these women leading the way. https://t.co/jiOThF0OOh']
1,"['Our campaign is built on restoring the American idea, that all men and women are created equal. That’s why we’re basing our campaign in Philadelphia, Pennsylvania -- the birthplace of this great experiment, American democracy. https://t.co/G1JPu0E5Jk']"
1,['Los EEUU fueron fundados con una simple frase: We the people. Nosotros el Pueblo. Me postulo para Presidente para unificar nuestro país y asegurar que alcancemos el ideal de nuestros fundadores. Únase este sábado en Filadelfia para lanzar nuestra campaña: https://t.co/a9SS6Ggm4Z https://t.co/kWlWwQzklI']
1,"['I’m running for president to restore the soul of this nation, rebuild its backbone — the middle class, and unify all Americans.\n\nIf you’re with me, join us as we launch our campaign in Philadelphia this Saturday: https://t.co/a9SS6Ggm4Z https://t.co/Ib7TWqFNUh']"
1,"['It was good to be back in New Hampshire! Thank you to everyone who came out to join us in Hampton, Manchester, and Nashua. https://t.co/EEQeowo1yG']"
1,"['Thank you to the hundreds of people who joined us yesterday in the cold and rain in Nashua, NH. Our political system is broken, but I’m more optimistic about America’s chances today than I have ever been. If we come together and remember who we are, there’s nothing we can’t do. https://t.co/3xwB6lPnDc']"
1,"['Republicans in AL, FL, GA, and OH are ushering in laws that clearly violate Roe v Wade and they should be declared unconstitutional. Roe v Wade is settled law and should not be overturned. This choice should remain between a woman and her doctor.']"
1,"[""Everyone deserves to be treated with dignity and respect under the law—regardless of who they are or who they love. Now is not the time to back down. We must stand up to this Administration's intolerance and ensure America lives up to our founding ideals. https://t.co/IY0JvqzxOU""]"
1,"['We simply cannot accept that the number of uninsured Americans is growing. We need to defend the Affordable Care Act and build upon the progress we made to ensure every American has access to high quality, affordable health care. https://t.co/wznMlDr9dj']"
1,"['This Saturday, we’re officially launching our campaign to unite this country in Philadelphia — the city that first brought our nation together over 200 years ago. We’d love to see you there, head to https://t.co/a9SS6Ggm4Z to RSVP and learn more. https://t.co/feuLM8WnAN']"
1,['Every American should be encouraged to exercise their right to vote. I stand with @JeanneShaheen in opposing the voter suppression law that makes it harder for students in New Hampshire to participate in our political process. This law should be overturned. https://t.co/CCSoaeukNx']
1,"['Join us in Philadelphia on Saturday, May 18th, as we officially launch our campaign! Head to https://t.co/a9SS6FYKGp to RSVP today.']"
1,"['Our campaign starts at the local level. Neighbors talking with neighbors, communities coming together—that’s how we’ll change the country. That’s why we’re organizing watch parties all across this nation to launch our campaign. Sign up to host yours today. https://t.co/AVCOrPu0oJ']"
1,"['New Hampshire, we’re heading to Manchester tomorrow and we’d love to see you there! Head to https://t.co/AmHGUD929H to RSVP.']"
1,"['My mom was an incredible woman, and I miss her. She would always tell us that “courage is the greatest virtue, because without courage you cannot love with abandon.” She lived her life that way, loving us with abandon. I want to wish every mother out there a Happy Mother’s Day. https://t.co/zlpNBjY79g']"
1,['#TeamJoe is hosting house parties across the country to help kick off our campaign. RSVP at https://t.co/r0RlGVVUmE to attend a watch party in your community.']
1,"['New Hampshire, we’re taking our campaign your way next week! Head to https://t.co/r0RlGVVUmE to find an event near you.']"
1,"['Can’t make it to Philadelphia for our kickoff rally on Saturday, May 18th? Visit https://t.co/r0RlGVVUmE to attend a watch party in your community. #BidenForPresident']"
1,"[""We need policies that reflect this urgency. I'll have more specifics on how America can lead on climate in the coming weeks.""]"
1,['I’m proud to have been one of the first to introduce climate change legislation. What I fought for in 1986 is more important than ever — climate change is an existential threat. Now. Today.']
1,['Our movement’s strength is rooted in communities all across this country. That’s why we’re bringing together #TeamJoe to officially kick off our campaign. Sign up to help by hosting a watch party in your community at https://t.co/UifVy6wxCb. https://t.co/sAFac86Nex']
1,"['It’s time we restore the great American middle class that built this country. That starts with making a $15 minimum wage the law of the land, ensuring health care is a right not a privilege, and creating a tax code that rewards work, not just wealth. https://t.co/6w9DZZoGSJ']"
1,"['Thanks to my friend, Mayor @EricGarcetti for the tacos yesterday in Los Angeles. I’ll be back soon and the ice cream is on me. https://t.co/6D5MrvCZzP']"
1,['I’m proud to stand with Uber and Lyft drivers across the country today. Every worker in this country deserves to be treated with dignity and respect.']
1,"['We’re officially kicking off our campaign with a rally in Philadelphia on Saturday, May 18th! RSVP to join us by heading to https://t.co/a9SS6Ggm4Z.']"
1,"[""We must remember Kendrick's name and sacrifice. We must ensure his legacy lives in our shared commitment to stopping these tragedies. Children shouldn’t fear going to school and parents shouldn't need to rely on the uncommon courage of an 18-year-old hero to keep their kids safe.""]"
1,"[""Kendrick Castillo will not collect his high school diploma this week because he gave his life trying to protect his classmates from another senseless act of violence in an American school yesterday. My heart goes out to his family and all those affected by yesterday's shooting.""]"
1,"['One year ago, this Administration began ripping apart immigrant families. Putting children in cages. As I told @Astrid_NV and other brave activists today, we can fix our broken immigration system without tossing aside our values. https://t.co/zYCz1PViOX']"
1,['I’m so inspired by @DrBiden for her dedication to educating future generations. Happy #TeacherAppreciationDay to all the hardworking educators out there! https://t.co/wAZ4rseqkq']
1,"['Folks, we’re getting ready for our event this afternoon in Nevada and we’d love to see you there! RSVP at: https://t.co/DmLgUJfzsE']"
1,"['@samanthapetrick Hey Rocco, happy 9th birthday! Sorry I missed the party. I hope you got some ice cream with that #Biden2020 cookie.']"
1,"['Congratulations to the Duke and Duchess of Sussex, Prince Harry and Meghan Markle, on the birth of their baby boy! The truth is there’s no better job than being a parent. Jill and I wish you the best of luck on your next chapter.']"
1,"['On Saturday, Jill and I visited Columbia, South Carolina, to discuss how we’ll build an inclusive middle class where everyone — regardless of race, gender, sexual orientation, religion or disability — comes along. Thank you to everyone who joined us, we’ll be back soon! https://t.co/jly3piXzPE']"
1,"['Nevada, we’re taking our campaign to Henderson tomorrow, May 7th! Head to https://t.co/zTS0WldilG to RSVP and come join us.']"
1,"['On this first day of Ramadan, Jill and I wish peace and happiness to Muslims around the world celebrating the holy month. Ramadan Kareem.']"
1,"['Our country may seem more divided than ever, but I know our best days are still ahead. It’s time we lift our heads up and remember who we are. If you’re ready to get to work, join our campaign today. https://t.co/lyhRyWPhvS']"
1,"['We’re in the battle for the soul of this nation, but I’ve never been more optimistic about our future. If we work together, I know we can get this country back on track. Join our campaign: https://t.co/lyhRyWPhvS']"
1,['America is an idea that has grown stronger through the unique contributions of Latinos. @latinovictoryus works tirelessly to empower the community — congrats on 5 years. https://t.co/RtU4weYxnT']
1,['We’re kicking off this campaign on May 18th—and we need #TeamJoe’s help. Sign up to host a house party to tune in with your friends and family: https://t.co/3TRBR6Fz8i https://t.co/csz3BwPlns']
1,"['Thank you for the warm welcome, Columbia! It’s always great to be back in South Carolina. https://t.co/P2YMTy236V']"
1,"[""I’ve seen the selfless heroism of firefighters firsthand — they run toward danger and risk their lives every single day for strangers. On International Firefighters' Day, I extend my deepest gratitude to all the men and women who keep our communities safe.""]"
1,"['Tough, resilient, and always full of hope — that’s the America I know and that’s the America we must restore. It’s time to dig deep, take action, and fight for the soul of this nation. Join our campaign and let’s get to work. https://t.co/lyhRyWPhvS']"
1,"['Since we launched our campaign last week, we’ve seen Americans in every corner of the country step up and say they’re in. Will you join us? Head to https://t.co/twQHMjvY7e and be part of our team.']"
1,"[""Last year, Floridians voted to restore voting rights to those who served their time for felonies. But today, Florida's Senate votes on a bill that would instead create a modern-day poll tax, suppressing the vote of tens of thousands of Americans. This is unacceptable.""]"
1,"['On Holocaust Remembrance Day, let us pause and reflect on the millions of Jews who lost their lives at the hands of the Nazi regime.\n\nThe events of the last few months remind us that it’s not enough to just say never again—we must speak up and act against hate.']"
1,"['This country wasn’t built by Wall Street bankers and CEOs and Hedge Fund Managers. It was built by you — the great American middle class. I’m thankful for all the support this week from union membership and their families, including the IAFF. https://t.co/0utHvHuUyi']"
1,"['Today, the House votes on #HR9, the #ClimateActionNow Act, which restores our commitment to the #ParisAgreement. We need to face facts on climate change. It’s already here. It is a major threat to our future and we simply cannot wait to take action.']"
1,"['RT @ABCPolitics: LIVE: Joe Biden holds a campaign rally in Des Moines, Iowa. https://t.co/uEln5yuG4Q']"
1,['Happy 48th Birthday to @Amtrak and the incredible men and women whose tireless work every day keeps the trains running and our country moving. https://t.co/vz9pxE84Ja']
1,['RT @IPFF2: #firefighters for @JoeBiden are in #IowaCity for BIDEN rally. @IAFFNewsDesk @IPFF2 @iafflocal610 https://t.co/7ZOV3sSjEK']
1,['I’m the proud husband of a teacher and know first-hand the impact of their work. Teachers around the country and in South Carolina deserve to earn a living wage and have smaller class sizes so that America can continue to out-educate and lead the world. #AllOutMay1']
1,"[""The violence in Venezuela today against peaceful protesters is criminal. Maduro's regime is responsible for incredible suffering. The U.S. must stand with the National Assembly &amp; Guaidó in their efforts to restore democracy through legitimate, internationally monitored elections.""]"
1,"[""It's no secret that I love ice cream. I enjoyed stopping by The Cone Shoppe in Monticello for some chocolate/vanilla twist soft serve and the chance to talk with some Iowans after our first campaign stop. https://t.co/jVFLBUwFp6""]"
1,"['It was great to see many of our first responders and union leaders in Cedar Rapids today. This country was built by hard working Americans like you, and I look forward to being back soon! https://t.co/qhtqdfweht']"
1,['RT @Alyssa_Milano: If you are a man who believes women should be protected in the constitution from discrimination based on sex—retweet thi…']
1,"['RT @ABC: HAPPENING NOW: Former Vice Pres. Biden campaigns in Cedar Rapids, Iowa. https://t.co/EgyvTKYw7v']"
1,"[""Today, The House will hold it's first hearing on the Equal Rights Amendment in 36 years. It's way past time to give all people protection under the Constitution--human rights should never be caught up in the whims of whichever political party is in power. We need the #ERANow.""]"
1,"['RT @GMA: Former VP @JoeBiden: “Whether or not I beat Donald Trump is going to depend on the American people. But, like I said, everybody kn…']"
1,['RT @GMA: Former VP @JoeBiden on Pres. Trump: “My job in the meantime is to make sure he’s not back as president of the United States of Ame…']
1,"[""Serving as @BarackObama's Vice President was a privilege and an honor. We share the belief that America is a place where ordinary people do extraordinary things and anything is possible. https://t.co/Y5rXEijgIu""]"
1,['RT @PGHHospitalWork: VP @JoeBiden tells UPMC: Stop the union busting! https://t.co/CDJiPxiNEy']
1,"['Folks, we’re just getting started! I’ll be heading to Iowa next. Visit https://t.co/7Je6uld7qQ for event details and to RSVP. Hope to see you soon!']"
1,"['We must turbocharge our efforts to address climate change that threatens communities across the country. Through clean, renewable energy and cleaner, safer, faster transportation, America will not only help the environment but provide millions of good-paying middle-class jobs.']"
1,"['Whether you’re covered through your employer, on your own, or not at all - you should have a choice to buy into a public option health plan like Medicare.']"
1,"['The Affordable Care Act was a huge step forward for this country. Now we have to finish the job and make health care a right, not a privilege, and give everyone the peace of mind they deserve.']"
1,"['By making post-secondary education and training affordable to and making sure the economy works not only for folks with a four-year degree but also for those who complete on-the-job training and trade programs, too.']"
1,"['Twelve years of education is not enough. In order to rebuild a strong middle class, we must provide skills needed to do the jobs of the 21st Century.']"
1,"['We need to get rid of the capital gains loophole for multimillionaires. I’m going to change it so millionaires and billionaires don’t pay lower tax rates than teachers and firefighters. We need to reward work in this country, not just wealth.']"
1,"['Companies continue to squeeze every last penny out of workers, making it harder and harder for Americans to make ends meet. It’s way past time we make a $15 minimum wage the law of the land.']"
1,['This country wasn’t built by Wall Street bankers and CEOs and hedge fund managers. It was built by you. The great American middle class. That’s the story of America and together we can rebuild the backbone of this nation.']
1,"['As I shared in Pittsburgh today, there are three reasons I’m running for President - to restore the soul of our nation, rebuild its backbone - the middle class, and unify all Americans. If you stand with me, join our campaign: https://t.co/twQHMjvY7e']"
1,"['RT @ABC: Joe Biden concludes his rally kicking off his 2020 campaign: ""We Democrats, and we independents...have to choose hope over fear, u…']"
1,['RT @NBCNews: LIVE: Former VP Biden holds first 2020 campaign rally in Pittsburgh. https://t.co/lAmXVpAP3Z']
1,"['RT @ABC: Joe Biden says Donald Trump is ""the only president who\'s decided not to represent the whole country.""\n\n""The president has his base…']"
1,"['RT @ABC: ""My name is Joe Biden, and I\'m Jill Biden\'s husband,"" Joe Biden says at his campaign kick off in Pittsburgh, PA. https://t.co/NKl5…']"
1,"[""I'm sick of this President badmouthing unions. Labor built the middle class in this country. Minimum wage, overtime pay, the 40-hour week: they exist for all of us because unions fought for those rights. We need a President who honors them and their work.""]"
1,"['RT @Morning_Joe: In an MJ exclusive, Harold A. Schaitberger of @IAFFNewsDesk discusses endorsing Joe Biden for president. https://t.co/ayJU…']"
1,"[""I couldn't be more proud to have the International Association of Fire Fighters on my team. Unions built the middle class in this country—and as President, I'll fight to strengthen them and grow the backbone of this country. https://t.co/rsUEowyxz7""]"
1,"[""I've said it before and I'll say it again. To speak to the middle class, we need to reject the super PAC system. That's exactly what this campaign is doing. https://t.co/Jc46rdBbsh https://t.co/SeEfkmkSyx""]"
1,['Join me in Pittsburgh tomorrow for a discussion on my plan to build a middle class where everyone comes along. RSVP to let me know you’ll be there: https://t.co/WLKs9xmHM7']
1,"[""Iowa, I'm headed to town this week! Let me know you'll join us by RSVPing at https://t.co/NdJwunC2kP https://t.co/8i6GPQKV6x""]"
1,"['Dick Lugar was among the most decent men I have ever known. Kind, loyal, dedicated beyond measure to the service of the American people. Dick Lugar was my dear friend. \n\nJill and I send our condolences to his wife Charlene and the entire Lugar family.']"
1,"['Wishing everyone in the Orthodox Christian community a peaceful and joyful Easter celebration with friends, family and loved ones. God Bless.']"
1,"['Jill and I are devastated to hear about today’s shooting at the Chabad Poway synagogue. No one should have to worship in fear.\n\nAs a country, we must speak out against bigotry and gun violence. We’re in the battle for the soul of this nation—and it’s on all of us to act.']"
1,['I have a message for #TeamJoe: Thank you! https://t.co/j61zCaZmDz']
1,"[""I had the privilege to thank one of our grassroots donors. It's because of supporters like Josh we're able to make this campaign a reality and bring this country together. https://t.co/afNTBQb4xB""]"
1,['Thank you to the women of @TheView for the conversation today. It’s always a pleasure to sit down with you at the table. #TheView \n\nCredit: ABC/Lorenzo Bevilaqua https://t.co/lRNMXwslDw']
1,"['RT @TheView: Joe Biden tells the co-hosts he won\'t commit to serving just one term.\n\n""It\'s a legitimate question to ask about my age...Hope…']"
1,['RT @TheView: .@JoeBiden on why he asked former Pres. Obama not to endorse him at this time: “I didn’t want it to look like he was putting h…']
1,['RT @TheView: Former Vice President @JoeBiden on why he took so long to announce his 2020 run: “I don’t think it’s too long ... I think this…']
1,['RT @TheView: HAPPENING NOW: Former Vice President @JoeBiden joins @TheView co-hosts LIVE. https://t.co/1c0UhXyDhK']
1,['Looking forward to joining the women of @TheView today for my first live interview since announcing my 2020 campaign for President. Tune in 11e|10c|p on @ABCNetwork. #TheView']
1,"[""RT @TheView: THIS MORNING — A 'VIEW' EXCLUSIVE: Former Vice President @JoeBiden joins the co-hosts for his first interview since announcing…""]"
1,['UPDATE: We’re about to close the books on an AMAZING first day of our campaign. It’s not too late to be a part of it. Chip in before midnight to be a Day One donor. https://t.co/yniXNJl7ia #Joe2020 https://t.co/MmDdyUsHZh']
1,"['Our campaign is off to a great start thanks to thousands of Americans who have made donations. If you haven’t had the chance just yet, I hope you will join us too! Head to https://t.co/yniXNJl7ia to make a donation today. #Joe2020']"
1,"['Folks, earlier today I announced that I’m running for President of the United States. The strength of this movement depends on you. Head over to https://t.co/yniXNJl7ia to make a donation today. #Joe2020']"
1,"['Our country is being put to the test, but I’ve never been more optimistic about America. Together we can do this. Make a Day One donation to join us. https://t.co/xfD5pLtmAf #Joe2020 https://t.co/UbLPMfE8Ui']"
1,['Hoy estoy anunciando mi candidatura para presidente de los Estados Unidos. Somos los Estados Unidos de America - y juntos no hay nada que no podamos hacer. Únete a nuestra campaña: https://t.co/9MBT8Qkyzd\n#Joe2020 https://t.co/GhSYDci4dr']
1,['The core values of this nation… our standing in the world… our very democracy...everything that has made America -- America --is at stake. That’s why today I’m announcing my candidacy for President of the United States. #Joe2020 https://t.co/jzaQbyTEz3']
1,"['The hard working men and women of @UFCW that I met today are going without pay during this strike. If you can, pitch in to make sure that those workers facing the greatest hardship are supported. https://t.co/49JkqJG1Cu']"
1,['My wife Jill always reminds me that any country that out-educates us will out-compete us. Our teachers must have the resources they need &amp; the wages they deserve so that America will continue to lead the world. Great speech today on this from @rweingarten. https://t.co/aaU10GNjOB']
1,"[""I'm on my way up to a rally at #StopandShop in Boston to stand with some of the 31,000 @UFCW union members who are currently fighting against cuts to wages and health care for themselves and their families. Stand with us: https://t.co/D4baO7D5xH""]"
1,"['For centuries, Notre Dame Cathedral has withstood wars, revolutions, and the test of time. It is a symbol of faith &amp; a testament to history. And even as our hearts break to see it burn today during the holiest week of the year for Catholics, I have faith that it will rise again.']"
1,['This is powerful. I would encourage everyone to read and take to heart Kyle’s message on privilege. https://t.co/Kceif5wFvg']
1,"[""In the last 5 years, @StopandShop's parent company has bought back billions of dollars in stock. Now they want to cut employee wages &amp; benefits. This is wrong. I stand with the 31,000 @UFCW workers fighting for their healthcare. Join me and support them: https://t.co/D4baO7D5xH""]"
1,['https://t.co/WiA0Ux3aYE']
1,"['I see that you are on the job and presidential, as always. https://t.co/j7wh3opXOv']"
1,"['Social norms are changing. I understand that, and I’ve heard what these women are saying. Politics to me has always been about making connections, but I will be more mindful about respecting personal space in the future. That’s my responsibility and I will meet it. https://t.co/Ya2mf5ODts']"
1,"['Stoning people to death for homosexuality or adultery is appalling and immoral. Every single person on earth is entitled to be treated with dignity and to live without fear. There is no excuse—not culture, not tradition—for this kind of hate and inhumanity. https://t.co/g208NzeS7l']"
1,['.@NRA opposition to a full reauthorization of the Violence Against Women Act is sickening. We must do more to protect victims of stalking and abuse. It makes no sense to allow those who perpetrated the abuse to have access to deadly firearms. We must stand up now for survivors.']
1,"['Whether on the assembly line, at the grocery store checkout, or in the boardroom, every woman deserves to make every penny a man doing the same job makes. The #PaycheckFairnessAct will help us get there. Congratulations @rosadelauro and thank you for your leadership on this.']"
1,['I was honored to meet Vlad and Adrianna tonight at the #BidenCourageAwards. These young people exemplify what @ItsOnUs is all about. I hope their bravery inspires more to take action to change our culture.\n\nJoin these leaders and sign the #ItsOnUs pledge: https://t.co/7yB47THGYQ']
1,"['RT @BidenCancer: Today at 10:30 AM Eastern, @JoeBiden will go live and highlight the progress that’s been made to end cancer as we know it…']"
1,"['I’m proud of my alma mater @UDelaware &amp; the student organizers of @UDance for their commitment to fighting childhood cancer. \n\nToday, they are hosting a 12 hour dance marathon benefiting the @BePositiveFdn. Join me in supporting this worthy cause.\nhttps://t.co/d69oDCAgzL']"
1,"['RT @PennBiden: “Los Guatemaltecos deben ser los que escojan su presidente. Hay retos muy importantes: promover transparencia, la prosperida…']"
1,"['The people of Guatemala should be the ones to choose their next president. The stakes are high: promoting transparency, shared prosperity, and combating corruption. For this reason, the @TSEGuatemala needs to certify all eligible presidential candidates by the Sunday deadline.']"
1,['Silence is complicity. Our children are listening. The time to speak out is now.']
1,"['Whether it is antisemitism in Pittsburgh, racism in Charlottesville, or the xenophobia and Islamophobia today in Christchurch, violent hate is on the march at home and abroad. We cannot stand by as mosques are turned into murder scenes.']"
1,"['On behalf of Jill, myself, and all of the Bidens, our hearts go out to the community in Christchurch suffering from today’s senseless violence. Friday prayers for those who were gathered at their mosques has seen families torn apart by hate.']"
1,"['No one should live in fear of being fired, evicted from their home, or denied service in a restaurant just because of their gender identity or who they love. The #EqualityAct is long overdue, and will ensure LGBTQ Americans are treated with the dignity and respect they deserve.']"
1,['RT @bidenfoundation: As @JoeBiden said when he endorsed the Equality Act in 2015—and still believes to this day: “We have to pass the feder…']
1,['https://t.co/SOZ9EUh854']
